Selling_Price(lakhs),Kms_Driven,fuel,seller_type,transmission,Past_Owners,mileage,Present_Price(lakhs),age
5.5,60000,Diesel,Individual,Manual,2.0,13.9,16.73,5
3.0,30000,Petrol,Individual,Manual,1.0,17.8,8.41,5
5.0,70000,Petrol,Individual,Manual,2.0,25.44,5.0,8
8.5,120000,Diesel,Individual,Manual,2.0,21.1,4.26,9
5.7,15000,Diesel,Individual,Manual,1.0,20.51,16.53,7
6.99,60000,Diesel,Individual,Manual,1.0,24.3,6.43,4
3.55,80000,Petrol,Individual,Manual,1.0,26.59,6.55,8
6.9,80000,Diesel,Individual,Manual,1.0,17.1,3.33,5
1.8,114321,Diesel,Individual,Manual,2.0,17.0,14.0,15
2.0,120000,Diesel,Individual,Manual,1.0,16.2,5.18,8
3.5,20000,Petrol,Individual,Manual,1.0,21.12,6.55,4
3.0,100000,Petrol,Individual,Manual,3.0,20.4,10.99,11
5.03,110000,Diesel,Individual,Manual,1.0,12.8,16.73,6
7.4,38817,Diesel,Dealer,Manual,1.0,20.51,4.98,3
4.5,56290,Diesel,Dealer,Manual,1.0,17.3,9.0,4
6.45,11000,Petrol,Dealer,Automatic,1.0,20.85,6.43,5
7.3,37333,Petrol,Individual,Manual,1.0,18.49,8.41,4
4.5,15000,Diesel,Individual,Manual,2.0,20.89,3.5,7
4.2,60000,CNG,Individual,Manual,1.0,21.21,6.58,4
5.1,80000,Diesel,Individual,Manual,2.0,17.92,8.41,5
9.05,110000,Diesel,Individual,Manual,1.0,20.51,16.73,6
1.4,72000,Petrol,Individual,Manual,2.0,25.17,8.41,10
3.0,80000,Petrol,Individual,Manual,2.0,22.32,4.22,6
2.25,120000,Diesel,Individual,Manual,2.0,21.1,11.2,11
8.6,90000,Diesel,Individual,Manual,2.0,15.1,3.4,6
4.0,100000,Diesel,Individual,Manual,2.0,19.01,15.2,9
1.9,90000,Petrol,Individual,Manual,3.0,17.3,8.41,12
2.5,50000,Petrol,Individual,Manual,2.0,13.0,16.73,7
7.0,82000,Diesel,Individual,Manual,1.0,13.93,16.73,4
3.99,70000,Diesel,Individual,Manual,3.0,20.5,9.15,7
3.2,90000,Petrol,Individual,Manual,1.0,18.9,11.33,5
5.3,20000,Diesel,Individual,Manual,1.0,18.5,6.35,3
7.5,53000,Diesel,Individual,Manual,1.0,20.5,6.35,4
5.6,21500,Petrol,Individual,Automatic,1.0,16.8,9.0,4
4.5,89000,Diesel,Individual,Manual,1.0,18.49,3.33,4
4.6,35000,Petrol,Individual,Manual,2.0,20.3,3.33,8
2.35,43000,Petrol,Individual,Manual,2.0,17.57,11.49,8
1.8,80000,Petrol,Individual,Manual,2.0,20.5,5.75,12
1.4,80000,Petrol,Individual,Manual,2.0,21.21,16.73,14
6.2,110000,Diesel,Individual,Manual,1.0,17.19,6.0,7
1.9,100000,Petrol,Individual,Manual,1.0,30.46,2.38,9
5.4,70000,Diesel,Individual,Manual,1.0,18.6,3.5,4
1.5,100000,Petrol,Individual,Manual,2.0,17.57,16.73,15
0.55,70000,Petrol,Individual,Manual,1.0,12.05,5.78,26
0.75,86000,Petrol,Individual,Manual,2.0,17.0,9.79,13
1.35,50000,Petrol,Individual,Manual,1.0,18.9,9.0,12
3.4,40300,Petrol,Individual,Manual,1.0,25.8,5.37,4
5.25,120000,Diesel,Individual,Manual,2.0,18.9,6.58,11
4.11,25000,Petrol,Individual,Manual,2.0,15.04,8.19,5
5.95,30030,Petrol,Dealer,Manual,1.0,12.07,10.47,4
5.25,29029,Petrol,Dealer,Manual,1.0,12.05,15.2,4
3.35,72072,Diesel,Dealer,Manual,1.0,22.54,6.51,9
3.0,54000,Diesel,Individual,Manual,1.0,21.9,4.48,9
4.15,82082,Diesel,Dealer,Manual,1.0,25.44,8.41,9
9.25,48000,Diesel,Individual,Manual,2.0,22.54,3.33,5
7.5,20000,Petrol,Individual,Manual,1.0,19.67,8.0,5
2.6,35000,Petrol,Individual,Manual,3.0,18.0,9.0,6
2.6,67000,CNG,Individual,Manual,1.0,16.95,16.73,4
3.47,80600,Diesel,Individual,Manual,1.0,18.9,16.53,10
1.95,58609,Petrol,Individual,Manual,2.0,10.75,8.41,8
2.65,33003,Petrol,Individual,Manual,1.0,18.6,12.8,5
3.2,43000,CNG,Individual,Manual,2.0,19.1,8.0,5
5.9,16500,Petrol,Individual,Manual,1.0,18.5,6.35,5
3.5,120000,Diesel,Individual,Manual,2.0,19.67,6.75,10
7.49,30000,Diesel,Individual,Manual,1.0,24.52,4.26,3
1.5,70000,Diesel,Individual,Manual,2.0,19.09,9.99,11
0.34,80000,Petrol,Individual,Manual,2.0,18.9,3.5,20
2.0,120000,Diesel,Individual,Manual,3.0,23.84,4.58,10
2.1,47990,Diesel,Individual,Manual,2.0,19.0,15.2,23
5.15,60000,Diesel,Individual,Manual,2.0,21.1,10.19,4
1.45,120000,Petrol,Individual,Manual,2.0,11.18,6.57,13
4.5,5800,Petrol,Individual,Manual,2.0,17.2,11.49,5
1.79,68700,Petrol,Individual,Manual,3.0,23.84,9.93,11
2.2,108000,Petrol,Individual,Manual,3.0,23.84,3.33,14
5.0,40000,Petrol,Individual,Manual,1.0,20.51,6.0,1
1.9,100000,Diesel,Individual,Manual,2.0,21.8,11.2,12
2.0,40000,Diesel,Individual,Manual,1.0,19.01,8.41,6
2.7,60000,Petrol,Individual,Manual,2.0,11.79,12.8,10
3.35,17000,Petrol,Individual,Manual,1.0,23.08,4.22,5
4.6,5000,Petrol,Individual,Manual,1.0,13.6,6.57,3
7.1,60000,Diesel,Individual,Manual,1.0,18.9,2.5,4
7.5,25000,Petrol,Individual,Manual,1.0,17.88,3.33,3
1.6,50000,Petrol,Individual,Manual,2.0,18.6,5.99,5
2.15,60000,Diesel,Individual,Manual,2.0,23.0,3.33,5
0.6,40000,Petrol,Individual,Manual,2.0,12.05,8.41,9
4.8,72000,Petrol,Individual,Manual,1.0,25.5,8.41,7
2.0,70000,Petrol,Individual,Manual,1.0,19.08,4.14,9
4.0,83000,Diesel,Individual,Manual,1.0,23.9,4.46,8
1.8,100000,Petrol,Individual,Manual,2.0,16.55,14.15,9
5.5,25000,Petrol,Individual,Manual,1.0,19.3,16.73,6
5.5,50000,Diesel,Individual,Manual,1.0,21.21,16.53,5
5.5,67000,Diesel,Individual,Manual,1.0,19.81,6.0,9
2.7,30000,Petrol,Individual,Manual,1.0,25.1,15.2,10
3.15,85000,Diesel,Individual,Manual,1.0,22.9,6.0,8
8.75,25000,Diesel,Individual,Manual,1.0,19.1,4.98,3
5.4,110000,Diesel,Individual,Manual,1.0,26.59,6.0,7
3.5,60000,CNG,Individual,Manual,1.0,26.59,11.49,4
3.6,80000,Diesel,Individual,Manual,2.0,16.0,8.41,10
3.0,31000,Petrol,Individual,Manual,1.0,21.66,13.8,7
3.5,100000,Diesel,Individual,Manual,1.0,19.67,12.8,7
3.5,20000,Petrol,Individual,Manual,1.0,21.21,11.49,5
7.0,60000,Diesel,Individual,Manual,1.0,18.7,8.41,4
4.15,102996,Diesel,Individual,Manual,2.0,13.0,15.2,8
8.3,35000,Diesel,Individual,Manual,1.0,18.1,7.31,4
4.3,5000,Petrol,Individual,Manual,2.0,14.28,6.67,3
8.5,60000,Diesel,Individual,Manual,1.0,14.53,8.41,4
6.5,70000,Petrol,Individual,Manual,1.0,17.9,6.35,4
1.2,120000,Diesel,Individual,Manual,2.0,18.9,6.0,13
7.3,65100,Diesel,Individual,Manual,2.0,11.36,11.0,5
5.25,20000,Petrol,Individual,Automatic,1.0,16.0,5.31,2
6.0,108000,Diesel,Individual,Manual,1.0,17.5,12.33,6
5.0,15000,Petrol,Individual,Manual,1.0,23.4,15.2,2
1.5,77000,Petrol,Individual,Manual,1.0,17.8,3.33,12
6.25,120000,Diesel,Individual,Manual,1.0,21.66,10.0,5
2.9,15200,Petrol,Individual,Manual,1.0,22.0,17.46,6
5.0,35000,Petrol,Individual,Manual,1.0,17.09,9.0,6
1.9,70000,Petrol,Individual,Manual,1.0,18.6,7.5,8
5.25,120000,Diesel,Individual,Manual,2.0,12.7,14.0,7
4.95,82000,Diesel,Individual,Manual,3.0,25.32,9.0,9
5.5,60000,Diesel,Individual,Manual,1.0,25.1,6.0,6
5.5,67000,Diesel,Individual,Manual,1.0,20.51,11.49,6
5.0,96500,Diesel,Individual,Manual,1.0,12.2,9.0,6
3.4,52412,Petrol,Dealer,Manual,1.0,17.8,9.0,4
4.8,85472,Diesel,Dealer,Manual,1.0,16.0,14.95,9
4.8,87452,Diesel,Dealer,Manual,2.0,13.8,11.0,8
7.5,17000,Diesel,Individual,Manual,1.0,12.7,7.5,3
1.0,66530,Petrol,Individual,Manual,2.0,20.86,5.75,13
2.9,40000,Petrol,Individual,Manual,1.0,17.8,9.0,8
4.25,96500,Diesel,Individual,Manual,1.0,18.2,8.41,6
2.85,79000,Petrol,Individual,Manual,1.0,13.9,6.67,11
6.25,50000,Diesel,Individual,Manual,1.0,19.7,4.48,5
1.7,60000,Diesel,Individual,Manual,2.0,20.34,4.48,9
4.6,35000,Petrol,Individual,Manual,1.0,11.68,3.5,3
4.5,120000,Diesel,Individual,Manual,1.0,21.4,11.33,6
6.5,10000,Petrol,Individual,Automatic,1.0,22.74,3.33,2
6.0,15000,Petrol,Individual,Manual,1.0,23.95,5.75,4
1.78,70000,CNG,Individual,Manual,2.0,19.67,16.53,8
3.0,5000,Petrol,Individual,Manual,1.0,15.3,10.0,5
1.5,40000,Petrol,Individual,Manual,1.0,23.84,12.7,12
5.9,10000,Petrol,Individual,Manual,1.0,27.28,6.0,2
3.1,25000,Petrol,Individual,Manual,1.0,13.93,9.99,5
4.0,53000,Petrol,Individual,Manual,1.0,11.68,6.0,4
5.2,110000,Diesel,Individual,Manual,2.0,15.1,13.68,7
10.0,22000,Petrol,Individual,Manual,1.0,19.3,3.5,2
5.1,75000,Diesel,Individual,Manual,2.0,24.7,16.53,6
2.21,70000,Petrol,Individual,Manual,1.0,21.21,9.0,9
3.9,64000,Petrol,Individual,Manual,3.0,25.83,9.0,7
3.5,60000,Petrol,Individual,Manual,1.0,22.77,6.57,19
1.95,40000,Petrol,Individual,Manual,1.0,20.5,9.0,12
6.0,60000,Diesel,Individual,Manual,1.0,18.6,9.0,8
6.15,72000,Diesel,Individual,Manual,1.0,15.29,4.22,6
3.5,70000,Diesel,Individual,Manual,2.0,18.9,7.07,8
1.4,75000,Diesel,Individual,Manual,1.0,23.2,4.98,9
6.5,32331,Diesel,Individual,Manual,2.0,19.56,16.73,4
2.85,80000,Diesel,Individual,Manual,2.0,15.0,8.41,11
1.9,20000,Petrol,Individual,Manual,2.0,23.57,6.0,10
3.5,110000,Petrol,Individual,Manual,1.0,15.29,9.0,9
4.0,40000,Petrol,Individual,Manual,2.0,22.54,8.41,7
4.35,90000,Petrol,Individual,Manual,2.0,22.74,10.47,6
4.5,50000,Petrol,Individual,Manual,2.0,22.3,8.0,7
4.5,60000,Petrol,Individual,Manual,1.0,23.57,8.0,6
5.8,30000,Diesel,Individual,Manual,1.0,22.54,6.84,4
9.0,98000,Diesel,Individual,Manual,1.0,23.84,6.35,5
7.5,50000,Diesel,Individual,Manual,1.0,16.1,4.26,5
1.4,120000,Diesel,Individual,Manual,3.0,17.0,9.0,12
5.25,30000,Petrol,Individual,Manual,1.0,25.1,3.33,4
3.99,40000,Petrol,Individual,Manual,1.0,13.6,4.26,5
1.5,100000,Petrol,Individual,Manual,2.0,18.9,6.84,15
2.75,90000,Diesel,Individual,Manual,2.0,11.68,6.84,9
3.4,80000,Diesel,Individual,Manual,2.0,20.3,6.0,10
0.7,110000,Diesel,Individual,Manual,2.0,22.9,13.87,14
4.3,38000,Petrol,Individual,Manual,2.0,18.9,4.26,4
4.3,35000,Petrol,Individual,Manual,2.0,19.7,16.53,4
3.2,70000,Petrol,Individual,Manual,1.0,20.36,6.35,7
5.0,120000,Diesel,Individual,Manual,2.0,12.7,9.15,9
5.0,110000,Diesel,Individual,Manual,2.0,22.07,6.0,9
2.0,120000,Petrol,Individual,Manual,2.0,15.1,4.26,14
5.0,80000,Diesel,Individual,Manual,2.0,15.1,9.0,4
3.15,120000,Diesel,Individual,Manual,2.0,15.3,11.49,11
2.65,80000,Petrol,Individual,Manual,1.0,14.8,16.53,10
3.5,110000,Diesel,Individual,Manual,2.0,18.6,11.05,6
4.25,25000,Petrol,Individual,Manual,1.0,23.01,15.2,7
9.0,35000,Diesel,Individual,Manual,1.0,19.87,14.15,2
9.0,30000,Diesel,Individual,Manual,1.0,13.9,8.41,3
1.65,97000,Petrol,Individual,Manual,3.0,20.77,6.55,10
8.5,120000,Diesel,Individual,Automatic,1.0,18.6,14.95,5
8.5,120000,Diesel,Individual,Manual,1.0,14.0,8.41,5
5.5,80000,Diesel,Individual,Manual,2.0,22.7,5.37,7
5.0,60000,Diesel,Individual,Manual,2.0,22.77,9.0,10
6.3,15000,Petrol,Individual,Manual,1.0,17.3,8.41,3
1.6,60000,Petrol,Individual,Manual,1.0,13.8,8.41,10
4.3,90000,Diesel,Individual,Manual,1.0,23.0,8.0,7
5.0,35000,Diesel,Individual,Manual,1.0,20.63,8.41,5
5.0,35000,Diesel,Individual,Manual,1.0,18.0,9.79,5
6.0,40000,Diesel,Individual,Manual,1.0,23.0,7.31,3
7.95,41779,Petrol,Dealer,Manual,1.0,25.83,15.0,3
6.25,37000,Diesel,Individual,Automatic,1.0,22.9,16.73,4
5.5,23456,Petrol,Dealer,Manual,1.0,13.6,11.33,4
5.3,40000,Diesel,Individual,Manual,1.0,18.0,9.79,8
8.45,70000,Diesel,Dealer,Manual,1.0,21.79,8.41,4
6.5,99000,Diesel,Dealer,Automatic,1.0,27.39,16.53,5
7.5,15000,Petrol,Dealer,Manual,1.0,18.2,7.5,3
6.1,30000,Petrol,Dealer,Manual,1.0,22.0,2.38,6
1.5,70000,Petrol,Individual,Manual,1.0,16.78,6.0,11
4.75,40000,Petrol,Individual,Manual,1.0,22.0,6.43,7
4.25,70000,Diesel,Individual,Manual,2.0,16.78,10.0,5
8.0,90000,Diesel,Individual,Manual,2.0,16.78,8.41,6
5.1,8000,Petrol,Individual,Automatic,2.0,14.3,5.26,3
2.35,25000,Petrol,Individual,Manual,1.0,13.6,7.51,7
3.4,110000,Diesel,Individual,Manual,3.0,19.33,9.79,11
10.0,100000,Diesel,Individual,Manual,1.0,14.1,15.2,5
1.6,115000,Diesel,Individual,Manual,2.0,18.0,3.5,12
2.6,90000,Diesel,Individual,Manual,2.0,27.39,9.1,13
8.6,40000,Petrol,Individual,Automatic,1.0,18.2,4.48,3
1.15,55000,Petrol,Individual,Manual,2.0,12.99,3.4,13
5.65,111000,Diesel,Individual,Manual,1.0,16.78,4.26,7
4.5,120000,Diesel,Individual,Manual,2.0,22.0,6.84,8
6.25,15000,Petrol,Individual,Manual,1.0,24.0,6.84,4
3.3,50000,Petrol,Individual,Manual,1.0,16.78,8.51,4
0.65,50000,Petrol,Individual,Manual,2.0,14.3,9.15,13
4.8,45000,Petrol,Individual,Manual,2.0,16.8,8.41,3
5.0,80000,Diesel,Individual,Manual,1.0,13.6,4.48,12
3.2,120000,Diesel,Individual,Manual,1.0,22.37,8.41,9
7.5,90000,Diesel,Individual,Manual,2.0,19.33,8.19,7
6.2,100000,Diesel,Individual,Manual,1.0,14.1,11.49,4
3.0,120000,Diesel,Individual,Manual,3.0,18.0,13.29,10
2.82,15000,Petrol,Individual,Manual,1.0,21.79,9.0,4
7.0,70000,Diesel,Individual,Manual,1.0,18.2,6.0,4
2.9,80000,Diesel,Individual,Manual,2.0,22.0,9.1,9
4.3,80000,Diesel,Individual,Automatic,2.0,16.78,4.22,10
5.75,19000,Petrol,Individual,Manual,1.0,22.0,9.54,4
8.75,42000,Petrol,Individual,Manual,1.0,24.0,8.0,4
2.3,120000,Diesel,Individual,Manual,1.0,16.78,9.0,9
8.0,10000,Petrol,Individual,Automatic,1.0,19.0,6.57,2
0.6,110000,Petrol,Individual,Manual,3.0,14.3,4.48,12
1.5,110000,Petrol,Individual,Manual,1.0,16.8,4.26,12
9.0,90000,Petrol,Individual,Manual,1.0,24.4,8.0,6
8.5,50000,Diesel,Individual,Manual,1.0,20.89,9.0,3
2.2,50000,Diesel,Individual,Manual,1.0,19.1,6.84,7
2.5,40000,Petrol,Individual,Manual,2.0,12.8,2.38,7
1.25,120000,Diesel,Individual,Manual,1.0,24.7,15.2,9
2.5,100000,Diesel,Individual,Manual,1.0,20.85,9.0,8
4.4,70000,Diesel,Individual,Manual,2.0,22.3,9.15,7
4.0,40000,Petrol,Individual,Manual,1.0,19.67,6.0,4
0.5,62000,Petrol,Individual,Manual,1.0,17.92,8.51,19
10.0,10000,Petrol,Individual,Manual,1.0,16.1,6.35,3
2.5,60000,Petrol,Individual,Manual,1.0,12.99,8.41,11
3.1,110000,Diesel,Individual,Manual,1.0,21.4,8.41,12
3.9,78000,Diesel,Individual,Manual,1.0,20.3,3.5,7
4.58,30000,Petrol,Individual,Manual,1.0,17.3,6.55,2
6.5,21000,Petrol,Individual,Manual,1.0,18.0,16.53,4
4.0,70000,Diesel,Individual,Manual,1.0,18.9,9.93,8
4.0,70000,Petrol,Individual,Automatic,2.0,18.15,9.15,6
1.0,42500,Petrol,Individual,Manual,1.0,19.6,2.38,15
3.5,90000,Diesel,Individual,Manual,1.0,11.7,4.26,15
1.57,47200,Petrol,Individual,Manual,3.0,15.85,10.0,8
0.75,100000,Petrol,Individual,Manual,2.0,19.3,13.87,14
2.8,100000,Diesel,Individual,Manual,2.0,17.8,8.0,11
6.0,35000,Petrol,Individual,Manual,1.0,12.3,15.2,6
3.5,80000,Petrol,Individual,Manual,2.0,18.2,9.0,11
3.0,34000,Petrol,Individual,Manual,1.0,24.7,9.15,5
8.2,50000,Diesel,Individual,Manual,1.0,26.59,11.49,4
4.1,100000,Diesel,Individual,Manual,2.0,20.36,11.49,11
2.75,52000,Petrol,Individual,Manual,2.0,17.19,13.8,13
5.0,70000,Petrol,Individual,Manual,1.0,23.87,12.8,6
1.7,120000,Diesel,Individual,Manual,2.0,16.1,11.49,15
5.15,68609,Diesel,Dealer,Manual,1.0,18.9,8.5,5
9.25,33360,Diesel,Dealer,Manual,1.0,12.99,14.65,3
8.3,35000,Diesel,Individual,Manual,1.0,19.33,14.95,4
9.75,30000,Diesel,Individual,Manual,1.0,14.1,11.49,2
6.2,15000,Petrol,Individual,Manual,1.0,18.0,8.19,3
4.3,5000,Petrol,Individual,Manual,2.0,21.79,8.19,3
8.6,28000,Petrol,Individual,Manual,1.0,18.2,8.41,4
9.5,40000,Diesel,Individual,Manual,1.0,12.99,8.41,3
2.25,87237,Diesel,Dealer,Manual,2.0,22.0,15.2,9
5.0,99500,Diesel,Individual,Manual,3.0,16.78,9.1,10
5.0,62960,Diesel,Dealer,Manual,1.0,22.0,10.0,4
6.5,50000,Diesel,Individual,Manual,1.0,19.0,10.99,3
0.96,120000,Diesel,Individual,Manual,1.0,17.3,6.0,19
5.03,110000,Diesel,Individual,Manual,1.0,15.96,8.41,6
5.03,110000,Diesel,Individual,Manual,1.0,21.63,8.41,6
6.0,69779,Petrol,Dealer,Automatic,1.0,18.7,8.13,3
4.5,56290,Diesel,Dealer,Manual,1.0,16.1,8.41,4
6.45,11000,Petrol,Dealer,Automatic,1.0,22.7,10.99,5
5.03,110000,Diesel,Individual,Manual,1.0,24.04,8.41,6
6.0,69779,Petrol,Dealer,Automatic,1.0,24.4,10.19,3
4.5,56290,Diesel,Dealer,Manual,1.0,13.8,5.37,4
6.45,11000,Petrol,Dealer,Automatic,1.0,16.3,4.48,5
5.9,80000,Diesel,Individual,Manual,1.0,19.1,8.41,6
3.5,120000,Diesel,Individual,Manual,2.0,19.7,4.26,5
2.4,110000,Diesel,Individual,Manual,2.0,19.7,6.35,6
3.0,80000,Petrol,Individual,Manual,1.0,21.14,5.26,4
7.5,80000,Diesel,Individual,Manual,1.0,13.93,16.73,5
5.74,35000,Petrol,Individual,Manual,2.0,12.05,9.1,5
3.5,80000,Petrol,Individual,Manual,1.0,18.6,4.14,9
0.7,100000,Petrol,Individual,Manual,2.0,17.92,8.41,23
1.2,90000,Petrol,Individual,Manual,2.0,12.05,14.95,16
5.0,10000,Petrol,Individual,Manual,1.0,22.37,7.5,2
3.7,90000,Diesel,Individual,Manual,1.0,19.33,13.87,5
6.0,5200,Petrol,Individual,Manual,1.0,14.1,16.53,2
7.5,50000,Petrol,Individual,Automatic,1.0,21.79,11.49,5
6.0,5000,Petrol,Individual,Manual,1.0,27.39,15.0,4
5.5,10500,Petrol,Individual,Manual,1.0,18.2,11.49,3
9.5,26000,Diesel,Individual,Manual,1.0,12.99,8.41,3
7.5,60000,Diesel,Individual,Manual,2.0,16.78,6.35,7
6.5,40000,Petrol,Individual,Manual,1.0,22.0,8.41,15
8.0,25000,Petrol,Individual,Manual,1.0,24.0,6.35,6
7.0,25000,Petrol,Individual,Manual,1.0,16.78,9.54,6
3.35,15000,Petrol,Individual,Manual,1.0,19.0,4.14,10
2.7,110000,Diesel,Individual,Manual,1.0,14.3,4.48,9
0.52,70000,Petrol,Individual,Manual,2.0,16.8,8.41,20
3.2,100000,Diesel,Individual,Manual,2.0,20.51,6.55,11
1.2,120000,Petrol,Individual,Manual,1.0,22.1,6.67,14
7.3,55000,Petrol,Individual,Automatic,2.0,22.74,5.18,11
1.25,120000,Petrol,Individual,Manual,3.0,25.0,9.1,14
1.5,35000,Petrol,Individual,Manual,1.0,19.0,2.38,14
3.1,13000,Petrol,Individual,Manual,1.0,15.3,4.98,3
6.25,50000,Diesel,Individual,Manual,1.0,25.1,16.73,6
7.0,5000,Petrol,Individual,Manual,1.0,22.9,10.99,2
5.03,110000,Diesel,Individual,Manual,1.0,13.7,8.41,6
6.0,69779,Petrol,Dealer,Automatic,1.0,15.96,6.0,3
4.5,56290,Diesel,Dealer,Manual,1.0,28.4,6.55,4
6.45,11000,Petrol,Dealer,Automatic,1.0,23.0,7.5,5
0.8,100000,Petrol,Individual,Manual,3.0,22.54,8.41,13
1.2,93331,Petrol,Individual,Manual,2.0,20.51,10.47,13
3.7,120000,Diesel,Individual,Manual,2.0,20.73,15.2,9
7.5,70000,Diesel,Individual,Manual,1.0,18.0,8.19,6
4.85,100000,Diesel,Individual,Manual,1.0,20.92,8.41,6
1.2,90000,Diesel,Individual,Manual,2.0,23.1,8.19,15
8.6,28000,Petrol,Individual,Manual,1.0,16.55,10.0,4
6.5,50000,Diesel,Individual,Manual,1.0,15.4,11.0,3
6.5,90000,Diesel,Individual,Manual,1.0,21.1,6.57,7
7.1,40000,Diesel,Individual,Manual,1.0,15.0,15.0,5
2.2,100000,Diesel,Individual,Manual,1.0,19.87,14.95,10
6.6,67000,Diesel,Individual,Manual,2.0,21.63,6.0,4
1.98,110000,Petrol,Individual,Manual,3.0,23.0,6.58,17
0.6,71000,Petrol,Individual,Manual,2.0,13.1,6.35,20
5.4,100000,Petrol,Individual,Manual,2.0,20.51,4.99,9
5.5,10000,Petrol,Individual,Automatic,1.0,16.47,16.53,4
4.75,30000,Petrol,Individual,Manual,1.0,22.9,6.43,3
7.5,6500,Petrol,Individual,Automatic,1.0,18.0,0.0,2
3.5,80000,Petrol,Individual,Manual,1.0,22.32,5.81,11
5.7,120000,Diesel,Individual,Manual,2.0,12.8,11.49,6
1.8,120000,Petrol,Individual,Manual,2.0,19.81,8.41,9
6.85,109000,Diesel,Dealer,Manual,1.0,25.44,5.31,6
5.65,114000,Diesel,Dealer,Manual,1.0,13.68,6.0,6
5.0,31000,Petrol,Dealer,Manual,1.0,25.8,8.19,3
2.5,55000,Petrol,Dealer,Automatic,1.0,26.59,11.49,3
7.0,117000,Diesel,Dealer,Manual,1.0,23.4,12.8,7
4.25,75000,Petrol,Dealer,Manual,1.0,19.67,9.93,6
9.5,40000,Diesel,Individual,Manual,1.0,17.8,3.5,3
9.8,53000,Diesel,Individual,Manual,1.0,28.4,13.29,4
8.08,5000,Petrol,Individual,Manual,1.0,22.74,16.53,1
5.5,30000,Petrol,Individual,Manual,1.0,20.4,11.2,7
2.15,64000,Petrol,Individual,Manual,1.0,18.78,5.78,11
5.12,10500,Petrol,Individual,Manual,1.0,23.65,9.0,5
2.15,50000,Petrol,Individual,Manual,2.0,23.59,6.35,10
5.0,60000,Diesel,Individual,Manual,1.0,18.5,16.53,9
7.5,80000,Diesel,Individual,Manual,1.0,17.0,10.99,5
1.4,80000,Petrol,Individual,Manual,3.0,19.2,6.0,13
4.3,120000,Diesel,Individual,Manual,2.0,28.09,9.1,10
5.03,110000,Diesel,Individual,Manual,1.0,17.92,6.43,6
6.0,69779,Petrol,Dealer,Automatic,1.0,18.15,6.43,3
4.5,56290,Diesel,Dealer,Manual,1.0,22.0,6.0,4
6.45,11000,Petrol,Dealer,Automatic,1.0,26.0,8.8,5
3.0,10000,Petrol,Individual,Manual,1.0,16.1,12.39,7
3.55,68000,Diesel,Individual,Manual,1.0,19.81,9.0,8
1.8,35000,Petrol,Individual,Manual,2.0,12.8,4.48,6
2.8,70000,Diesel,Individual,Manual,1.0,11.57,10.47,8
2.5,70000,Diesel,Individual,Manual,1.0,24.52,8.41,10
1.25,50000,Petrol,Individual,Manual,1.0,21.03,10.47,14
1.5,80000,Diesel,Individual,Manual,1.0,10.71,9.15,15
0.95,60898,Petrol,Individual,Manual,1.0,25.5,6.0,15
8.1,29700,Diesel,Individual,Manual,1.0,24.0,8.41,3
6.71,20000,Petrol,Individual,Automatic,1.0,22.95,16.53,3
2.95,20000,Petrol,Individual,Manual,1.0,21.14,16.53,3
8.5,40000,Diesel,Individual,Manual,1.0,12.8,10.0,4
4.1,90000,Diesel,Individual,Manual,1.0,25.5,13.87,8
6.0,90000,Petrol,Individual,Manual,1.0,11.57,8.41,6
6.0,80000,Diesel,Individual,Manual,1.0,25.0,3.5,6
2.2,60000,Petrol,Individual,Manual,3.0,25.1,8.0,9
5.5,56000,Diesel,Individual,Manual,1.0,20.77,4.98,8
6.5,50000,Diesel,Individual,Manual,1.0,25.8,6.51,7
6.55,50000,Diesel,Individual,Manual,2.0,18.9,6.35,7
1.3,74000,Diesel,Individual,Manual,1.0,18.49,11.49,15
2.5,60000,Petrol,Individual,Manual,3.0,26.59,9.15,14
1.55,54000,Petrol,Individual,Manual,1.0,23.2,8.41,12
2.5,50000,Petrol,Individual,Manual,1.0,14.6,9.0,8
4.0,80000,Petrol,Individual,Manual,2.0,27.3,8.19,7
5.0,10000,Petrol,Individual,Manual,1.0,26.59,9.54,2
5.65,10000,Petrol,Individual,Automatic,1.0,23.1,11.49,3
9.0,40000,Diesel,Individual,Manual,1.0,22.32,9.1,3
6.5,120000,Diesel,Individual,Manual,1.0,16.02,9.0,4
6.0,45000,Diesel,Individual,Manual,1.0,21.38,6.0,8
8.0,35000,Diesel,Individual,Manual,1.0,17.4,11.33,3
5.75,60000,Diesel,Individual,Manual,1.0,21.1,4.22,6
5.5,40000,Petrol,Individual,Automatic,1.0,21.0,3.4,5
1.9,80000,Petrol,Individual,Manual,3.0,24.0,5.78,10
7.5,37000,Diesel,Individual,Manual,1.0,24.0,14.15,4
6.25,22000,Petrol,Individual,Manual,1.0,20.92,16.53,3
7.99,60000,Diesel,Individual,Manual,2.0,20.3,3.33,3
3.0,57000,Petrol,Individual,Manual,2.0,20.54,8.8,8
8.5,27000,Petrol,Individual,Manual,1.0,20.0,8.0,4
1.3,70000,Petrol,Individual,Manual,1.0,20.54,8.41,9
2.3,40000,Petrol,Individual,Manual,2.0,17.4,13.87,10
4.0,60000,Petrol,Individual,Manual,1.0,17.8,13.87,6
9.0,35000,Diesel,Individual,Manual,1.0,15.3,5.78,3
8.0,70000,Diesel,Individual,Manual,1.0,12.8,5.78,6
